"route_id","total_schedule_duration","date","month","n","n_on_time","n_early","n_late","otp","log_x1","mae_ratio","sd_mae_ratio","1 - normalised mae ratio","log_I_hat","I_hat"
"T413",42.8166666666667,2025-10-31,"2025-10",425,414,8,3,0.9741,-0.0262,0.006,0.0110743674936592,0.994,-0.053,0.9484
"T413",45.3666666666667,2025-11-25,"2025-11",239,233,5,1,0.9749,-0.0254,0.0088,0.0781009246637537,0.9912,-0.0525,0.9489
"T414",27.2333333333333,2025-07-14,"2025-07",377,348,24,5,0.9231,-0.08,0.1105,0.489646575693448,0.8895,-0.1642,0.8486
"T414",27.2333333333333,2025-08-04,"2025-08",454,420,23,11,0.9251,-0.0778,0.06,0.187573230007335,0.94,-0.1304,0.8777
"T414",50.0166666666667,2025-09-30,"2025-09",391,366,16,9,0.9361,-0.0661,0.0519,0.177668277244787,0.9481,-0.1132,0.893
"T414",27.2333333333333,2025-10-21,"2025-10",259,241,9,9,0.9305,-0.072,0.0658,0.329033534788454,0.9342,-0.1267,0.881
"T414",29.6666666666667,2025-11-06,"2025-11",448,420,21,7,0.9375,-0.0645,0.0642,0.458076275489865,0.9358,-0.1172,0.8894
"T415",42.8666666666667,2025-07-15,"2025-07",211,185,19,7,0.8768,-0.1315,0.1645,0.149176409174276,0.8355,-0.2723,0.7616
"T415",42.3666666666667,2025-08-19,"2025-08",259,230,19,10,0.888,-0.1187,0.1552,0.0433785684411093,0.8448,-0.2479,0.7804
"T415",39.45,2025-09-10,"2025-09",206,178,16,12,0.8641,-0.1461,0.1203,0.0371424900244638,0.8797,-0.248,0.7804
"T415",23.45,2025-10-30,"2025-10",237,208,18,11,0.8776,-0.1305,0.1615,0.0666822731604596,0.8385,-0.2677,0.7651
"T415",40.6,2025-11-13,"2025-11",228,202,16,10,0.886,-0.1211,0.1392,0.0450793515185537,0.8608,-0.2356,0.7901
"T416",16.5166666666667,2025-07-19,"2025-07",53,50,3,0,0.9434,-0.0583,0.0542,0.110477094479165,0.9458,-0.1056,0.8998
"T416",16.1166666666667,2025-08-16,"2025-08",50,46,4,0,0.92,-0.0834,0.0631,0.34258029715674,0.9369,-0.1387,0.8705
"T416",16.0833333333333,2025-09-13,"2025-09",17,16,1,0,0.9412,-0.0606,0.0767,0.216465638736551,0.9233,-0.1195,0.8874
"T416",31.15,2025-10-09,"2025-10",385,364,19,2,0.9455,-0.0561,0.0502,0.126823431043078,0.9498,-0.1013,0.9037
"T416",30.7166666666667,2025-11-13,"2025-11",337,318,18,1,0.9436,-0.058,0.0834,0.240384129883817,0.9166,-0.1205,0.8865
"T417",62.3333333333333,2025-07-08,"2025-07",610,585,18,7,0.959,-0.0418,0.0221,0.470589965270303,0.9779,-0.0745,0.9282
"T417",42.2833333333333,2025-08-25,"2025-08",676,649,23,4,0.9601,-0.0408,0.0285,0.508444749588995,0.9715,-0.0755,0.9273
"T417",71.9,2025-09-04,"2025-09",791,765,20,6,0.9671,-0.0334,0.026,0.360268379101243,0.974,-0.0665,0.9357
"T417",61.8666666666667,2025-10-23,"2025-10",649,628,15,6,0.9676,-0.0329,0.0349,0.305249250915732,0.9651,-0.0684,0.9339
"T417",57.3333333333333,2025-11-11,"2025-11",759,736,11,12,0.9697,-0.0308,0.0367,0.603226190662714,0.9633,-0.0665,0.9357
"T418",52.1166666666667,2025-07-02,"2025-07",446,394,49,3,0.8834,-0.124,0.0412,0.131932059805638,0.9588,-0.176,0.8386
"T418",55.2,2025-08-22,"2025-08",373,335,33,5,0.8981,-0.1074,0.2345,0.255477604859243,0.7655,-0.3306,0.7185
"T418",28.6333333333333,2025-09-02,"2025-09",240,215,23,2,0.8958,-0.11,0.2526,0.270538667573,0.7474,-0.3605,0.6973
"T418",52.3333333333333,2025-10-17,"2025-10",460,404,53,3,0.8783,-0.1298,0.1949,0.178742819328605,0.8051,-0.3045,0.7375
"T418",28.6333333333333,2025-11-15,"2025-11",70,57,13,0,0.8143,-0.2054,0.0424,0.173191170868109,0.9576,-0.2703,0.7632
"T419",62.2333333333333,2025-07-31,"2025-07",431,366,58,7,0.8492,-0.1635,0.14,0.201991159999513,0.86,-0.2852,0.7519
"T419",31.1166666666667,2025-08-12,"2025-08",385,321,56,8,0.8338,-0.1818,0.1405,0.195778007407919,0.8595,-0.307,0.7357
"T419",62.2333333333333,2025-09-30,"2025-09",339,280,51,8,0.826,-0.1912,0.0944,0.597813748805487,0.9056,-0.2813,0.7548
"T419",31.1166666666667,2025-10-21,"2025-10",349,296,49,4,0.8481,-0.1647,0.1223,0.392887301672356,0.8777,-0.2715,0.7622
"T419",51.6166666666667,2025-11-18,"2025-11",417,354,52,11,0.8489,-0.1638,0.1599,0.480328153731037,0.8401,-0.3046,0.7374
"T451",95.8833333333333,2025-07-28,"2025-07",596,495,98,3,0.8305,-0.1857,0.0783,0.188733259743304,0.9217,-0.265,0.7672
"T451",92.7333333333333,2025-08-12,"2025-08",438,359,72,7,0.8196,-0.1989,0.083,0.448074196603128,0.917,-0.2834,0.7532
"T451",88.7666666666666,2025-09-23,"2025-09",581,480,94,7,0.8262,-0.191,0.0944,0.0284988939526035,0.9056,-0.2811,0.755
"T451",95.8833333333333,2025-10-14,"2025-10",622,519,92,11,0.8344,-0.181,0.0787,0.0534425173577973,0.9213,-0.2596,0.7714
"T451",113.5,2025-11-04,"2025-11",468,389,70,9,0.8312,-0.1849,0.0679,0.109311550624808,0.9321,-0.2584,0.7723
"T453",67.8,2025-07-03,"2025-07",836,720,103,13,0.8612,-0.1494,0.0896,0.0619290290887451,0.9104,-0.2301,0.7945
"T453",70.85,2025-08-05,"2025-08",737,628,94,15,0.8521,-0.16,0.0888,0.255546567215028,0.9112,-0.2417,0.7853
"T453",36.95,2025-09-29,"2025-09",351,307,42,2,0.8746,-0.1339,0.1207,0.0385275938663503,0.8793,-0.2345,0.791
"T453",36.95,2025-10-13,"2025-10",538,464,68,6,0.8625,-0.148,0.0978,0.0364106503860953,0.9022,-0.2338,0.7915
"T453",33.9,2025-11-22,"2025-11",54,46,7,1,0.8519,-0.1603,0.0869,0.0527977944615114,0.9131,-0.241,0.7858
"T454",21.4333333333333,2025-07-30,"2025-07",195,188,4,3,0.9641,-0.0366,0.0896,0.11551816817924,0.9104,-0.0997,0.9051
"T454",10.7333333333333,2025-08-07,"2025-08",136,130,5,1,0.9559,-0.0451,0.0588,0.128272803100987,0.9412,-0.0924,0.9117
"T454",10.7333333333333,2025-09-20,"2025-09",29,27,2,0,0.931,-0.0715,0.0188,0.102628863852486,0.9812,-0.1081,0.8975
"T454",21.3333333333333,2025-10-14,"2025-10",201,192,5,4,0.9552,-0.0458,0.0898,0.117941305937122,0.9102,-0.1104,0.8955
"T454",21.3333333333333,2025-11-11,"2025-11",211,201,10,0,0.9526,-0.0486,0.0027,0.0563261845562671,0.9973,-0.0781,0.9249
"T455",24.05,2025-07-15,"2025-07",363,338,19,6,0.9311,-0.0714,0.0345,0.504065210926222,0.9655,-0.1126,0.8935
"T455",24.05,2025-08-11,"2025-08",332,308,21,3,0.9277,-0.075,0.031,0.199951796537219,0.969,-0.1162,0.8903
"T455",24.05,2025-09-15,"2025-09",367,343,24,0,0.9346,-0.0676,0.0185,0.129871783970727,0.9815,-0.1036,0.9016
"T455",48.1,2025-10-08,"2025-10",399,374,22,3,0.9373,-0.0647,0.0254,0.136257735193273,0.9746,-0.1023,0.9028
"T455",47.05,2025-11-21,"2025-11",237,223,11,3,0.9409,-0.0609,0.0551,0.137478596273505,0.9449,-0.1087,0.897
"T456",14.8,2025-07-15,"2025-07",155,147,0,8,0.9484,-0.053,0.0685,0.305116822940043,0.9315,-0.1062,0.8992
"T456",14.8,2025-08-19,"2025-08",174,164,7,3,0.9425,-0.0592,0.0438,0.0563299440795036,0.9562,-0.1023,0.9028
"T456",14.8,2025-09-29,"2025-09",114,107,5,2,0.9386,-0.0634,0.0303,0.250454525906603,0.9697,-0.1021,0.9029
"T456",27.1,2025-10-03,"2025-10",175,165,7,3,0.9429,-0.0588,0.0187,0.160281257026036,0.9813,-0.0937,0.9106
"T456",25.3,2025-11-20,"2025-11",174,165,8,1,0.9483,-0.0531,0.0113,0.0330446551401786,0.9887,-0.0854,0.9181
"T457",40.4333333333333,2025-07-24,"2025-07",437,401,32,4,0.9176,-0.086,0.031,0.0238396465250378,0.969,-0.1284,0.8795
"T457",39.4,2025-08-23,"2025-08",75,68,7,0,0.9067,-0.098,0.0328,0.239438286380051,0.9672,-0.1431,0.8667
"T457",80.05,2025-09-24,"2025-09",410,376,30,4,0.9171,-0.0866,0.0398,0.0571362323870186,0.9602,-0.1323,0.8761
"T457",64.7666666666667,2025-10-09,"2025-10",598,547,40,11,0.9147,-0.0891,0.0526,0.0497831897794364,0.9474,-0.1404,0.869
"T457",40.4333333333333,2025-11-01,"2025-11",82,75,7,0,0.9146,-0.0892,0.0354,0.0137553904585318,0.9646,-0.1336,0.8749
"T458",39.5,2025-07-26,"2025-07",55,51,4,0,0.9273,-0.0755,0.0114,0.00810205735189114,0.9886,-0.1111,0.8948
"T458",41.7,2025-08-09,"2025-08",85,78,7,0,0.9176,-0.0859,0.0204,0.0183903490576318,0.9796,-0.1256,0.882
"T458",37.4666666666667,2025-09-16,"2025-09",63,57,6,0,0.9048,-0.1001,0.0278,0.0869130574027945,0.9722,-0.1436,0.8662
"T458",62.65,2025-10-31,"2025-10",507,461,44,2,0.9093,-0.0951,0.0191,0.100443595193445,0.9809,-0.1357,0.8731
"T458",41.35,2025-11-06,"2025-11",333,308,24,1,0.9249,-0.078,0.0347,0.0109855587022236,0.9653,-0.1202,0.8867
"T459",71.2666666666667,2025-07-31,"2025-07",462,420,39,3,0.9091,-0.0953,0.049,0.0237677437091879,0.951,-0.1459,0.8642
"T459",70,2025-08-28,"2025-08",452,411,38,3,0.9093,-0.0951,0.0508,0.0215394193193638,0.9492,-0.1465,0.8637
"T459",54.0833333333333,2025-09-11,"2025-09",412,371,41,0,0.9005,-0.1048,0.0431,0.025103436741448,0.9569,-0.1547,0.8567
"T459",36.0166666666667,2025-10-04,"2025-10",84,76,8,0,0.9048,-0.1001,0.0314,0.00958898085544829,0.9686,-0.1453,0.8648
"T459",36.0166666666667,2025-11-15,"2025-11",51,46,5,0,0.902,-0.1032,0.0619,0.00974262627152795,0.9381,-0.1608,0.8515
"T460",65.2833333333333,2025-07-14,"2025-07",462,388,74,0,0.8398,-0.1746,0.0532,0.144805312269745,0.9468,-0.2394,0.7871
"T460",130.266666666667,2025-08-20,"2025-08",717,606,109,2,0.8452,-0.1682,0.0562,0.20075654525205,0.9438,-0.2332,0.792
"T460",92.1166666666666,2025-09-19,"2025-09",675,561,111,3,0.8311,-0.185,0.0652,0.093689489360689,0.9348,-0.257,0.7734
"T460",67.15,2025-10-27,"2025-10",308,259,49,0,0.8409,-0.1733,0.0539,0.195820232473955,0.9461,-0.238,0.7882
"T460",131.7,2025-11-26,"2025-11",766,645,121,0,0.842,-0.1719,0.0474,0.0290804241142846,0.9526,-0.234,0.7914
"T461",30.4833333333333,2025-07-16,"2025-07",434,409,19,6,0.9424,-0.0593,0.1063,2.03455065801481,0.8937,-0.1371,0.8719
"T461",45.4,2025-08-27,"2025-08",424,404,16,4,0.9528,-0.0483,0.1256,4.80225867587166,0.8744,-0.1396,0.8697
"T461",22.7333333333333,2025-09-15,"2025-09",363,332,30,1,0.9146,-0.0893,0.0382,3.34984418400341,0.9618,-0.1346,0.8741
"T461",22.7333333333333,2025-10-21,"2025-10",369,344,22,3,0.9322,-0.0702,0.0276,2.1534854688942,0.9724,-0.109,0.8967
"T461",22.7333333333333,2025-11-08,"2025-11",57,52,5,0,0.9123,-0.0918,0.0657,1.91641296382939,0.9343,-0.1498,0.8609
"T462",43.4666666666667,2025-07-07,"2025-07",331,309,21,1,0.9335,-0.0688,0.0211,1.70671696012968,0.9789,-0.1059,0.8995
"T462",56.9166666666667,2025-08-20,"2025-08",470,445,20,5,0.9468,-0.0547,0.0869,2.43673429638933,0.9131,-0.1188,0.888
"T462",42.2833333333333,2025-09-16,"2025-09",55,51,4,0,0.9273,-0.0755,0.008,2.82701259743724,0.992,-0.1103,0.8956
"T462",68.35,2025-10-23,"2025-10",553,517,32,4,0.9349,-0.0673,0.0279,3.57060721203637,0.9721,-0.106,0.8994
"T462",85.0166666666667,2025-11-14,"2025-11",424,400,21,3,0.9434,-0.0583,0.0278,0.258027065447839,0.9722,-0.0956,0.9088
"T463",58.75,2025-07-15,"2025-07",457,425,26,6,0.93,-0.0726,0.0595,3.13629093376972,0.9405,-0.1245,0.8829
"T463",33.8833333333333,2025-08-11,"2025-08",407,379,25,3,0.9312,-0.0713,0.0364,4.22168896267104,0.9636,-0.1133,0.8929
"T463",62.0666666666666,2025-09-23,"2025-09",505,477,18,10,0.9446,-0.057,0.0753,6.76160347935427,0.9247,-0.1146,0.8917
"T463",30.8833333333333,2025-10-11,"2025-10",57,53,4,0,0.9298,-0.0728,0.0332,1.47040179882915,0.9668,-0.114,0.8923
"T463",33.3333333333333,2025-11-08,"2025-11",89,82,7,0,0.9213,-0.0819,0.0601,5.50463546719187,0.9399,-0.1354,0.8734
"T464",40,2025-07-26,"2025-07",62,54,8,0,0.871,-0.1382,0.0635,0.0826000710525829,0.9365,-0.2024,0.8168
"T464",81.8,2025-08-28,"2025-08",341,294,40,7,0.8622,-0.1483,0.1049,1.3130009836835,0.8951,-0.2393,0.7872
"T464",94.0833333333333,2025-09-04,"2025-09",297,251,43,3,0.8451,-0.1683,0.051,1.84026998703975,0.949,-0.2315,0.7933
"T464",108.8,2025-10-29,"2025-10",473,407,57,9,0.8605,-0.1503,0.0716,0.0889739508983474,0.9284,-0.2206,0.802
"T464",92.7333333333333,2025-11-21,"2025-11",163,142,19,2,0.8712,-0.1379,0.0681,0.0469117622066506,0.9319,-0.2043,0.8152
"T465",70.1833333333333,2025-07-23,"2025-07",166,135,22,9,0.8133,-0.2067,0.0858,0.150710956257939,0.9142,-0.2936,0.7456
"T465",66.5666666666667,2025-08-28,"2025-08",178,143,31,4,0.8034,-0.2189,0.093,0.166424510953627,0.907,-0.3124,0.7317
"T465",38.05,2025-09-17,"2025-09",216,174,35,7,0.8056,-0.2162,0.1032,0.133288910353369,0.8968,-0.3165,0.7287
"T465",66.5666666666667,2025-10-17,"2025-10",216,177,30,9,0.8194,-0.1991,0.0991,0.194984235615245,0.9009,-0.2939,0.7454
"T465",66.5666666666667,2025-11-07,"2025-11",237,190,43,4,0.8017,-0.221,0.0749,0.11254643382474,0.9251,-0.3039,0.7379
"T504",43.1333333333333,2025-07-02,"2025-07",132,119,12,1,0.9015,-0.1037,0.0125,0.041656759791943,0.9875,-0.1438,0.8661
"T504",84.1166666666667,2025-08-13,"2025-08",130,120,8,2,0.9231,-0.08,0.0591,0.0170412734265958,0.9409,-0.1325,0.8759
"T504",79.7333333333333,2025-09-10,"2025-09",160,151,8,1,0.9438,-0.0579,0.04,0.025174921383525,0.96,-0.0989,0.9058
"T504",43.1333333333333,2025-10-17,"2025-10",189,172,13,4,0.9101,-0.0943,0.0249,0.0229523407315015,0.9751,-0.1365,0.8724
"T504",42.4833333333333,2025-11-18,"2025-11",52,47,5,0,0.9038,-0.1011,0.0208,0.0275917398353721,0.9792,-0.1429,0.8668
"T505",44.3666666666667,2025-07-28,"2025-07",84,79,5,0,0.9405,-0.0614,0.0229,0.0149339810904123,0.9771,-0.0979,0.9067
"T505",80.5166666666667,2025-08-06,"2025-08",246,229,17,0,0.9309,-0.0716,0.0166,0.026192337533228,0.9834,-0.1079,0.8977
"T505",44.3666666666667,2025-09-25,"2025-09",107,99,8,0,0.9252,-0.0777,0.018,0.0219237201563627,0.982,-0.1154,0.891
"T505",44.3666666666667,2025-10-30,"2025-10",114,106,7,1,0.9298,-0.0728,0.0214,0.0238748377751112,0.9786,-0.1106,0.8953
"T505",54.8833333333333,2025-11-07,"2025-11",153,143,10,0,0.9346,-0.0676,0.0503,0.0101132091840325,0.9497,-0.1144,0.8919
"T506",32.4333333333333,2025-07-05,"2025-07",22,19,2,1,0.8636,-0.1466,0.0298,NA,0.9702,-0.1983,0.8201
"T506",41.9,2025-08-04,"2025-08",142,133,8,1,0.9366,-0.0655,0.0244,NA,0.9756,-0.1028,0.9023
"T506",41.9,2025-10-30,"2025-10",93,87,3,3,0.9355,-0.0667,0.1667,0.115399826689645,0.8333,-0.1993,0.8193
"T506",41.9,2025-11-18,"2025-11",26,25,1,0,0.9615,-0.0392,0.0211,0.023970919882224,0.9789,-0.0717,0.9308
"T507",42.6666666666667,2025-07-04,"2025-07",29,28,1,0,0.9655,-0.0351,0.0055,NA,0.9945,-0.0635,0.9385
"T507",28.1833333333333,2025-08-05,"2025-08",21,20,1,0,0.9524,-0.0488,0.0408,NA,0.9592,-0.089,0.9148
"T507",39.8166666666667,2025-10-18,"2025-10",50,46,4,0,0.92,-0.0834,0.0278,0.0606342587431671,0.9722,-0.1243,0.8831
"T507",42,2025-11-06,"2025-11",81,75,5,1,0.9259,-0.077,0.0598,0.0222288851122438,0.9402,-0.1297,0.8784
"T508",32.4166666666667,2025-10-28,"2025-10",40,36,4,0,0.9,-0.1054,0.0292,NA,0.9708,-0.1505,0.8603
"T508",33.75,2025-11-24,"2025-11",104,90,11,3,0.8654,-0.1446,0.0487,0.00795353171029491,0.9513,-0.2026,0.8166
"T509",80.4833333333333,2025-07-02,"2025-07",613,536,72,5,0.8744,-0.1342,0.0624,0.40928534714135,0.9376,-0.197,0.8212
"T509",70.05,2025-08-05,"2025-08",283,252,31,0,0.8905,-0.116,0.0505,0.0617568302858601,0.9495,-0.1706,0.8432
"T509",88.6166666666667,2025-09-24,"2025-09",306,266,37,3,0.8693,-0.1401,0.1093,0.757234970330654,0.8907,-0.2329,0.7922
"T509",65.0833333333333,2025-10-13,"2025-10",182,157,25,0,0.8626,-0.1478,0.056,0.124583340678855,0.944,-0.2096,0.8109
"T509",119.866666666667,2025-11-18,"2025-11",613,535,77,1,0.8728,-0.1361,0.0772,0.022157299023121,0.9228,-0.2072,0.8129
"T510",27.6833333333333,2025-08-11,"2025-08",44,34,10,0,0.7727,-0.2578,0.0669,NA,0.9331,-0.342,0.7103
"T510",27.6833333333333,2025-10-15,"2025-10",31,24,5,2,0.7742,-0.2559,0.2175,NA,0.7825,-0.4786,0.6197
"T511",50.4,2025-07-05,"2025-07",49,43,6,0,0.8776,-0.1306,0.0895,0.0552868374932045,0.9105,-0.2078,0.8124
"T511",62.0833333333333,2025-08-26,"2025-08",341,302,37,2,0.8856,-0.1215,0.0813,0.0390301114525695,0.9187,-0.1923,0.8251
"T511",62.0833333333333,2025-09-02,"2025-09",377,328,48,1,0.87,-0.1392,0.091,1.48857367820829,0.909,-0.2188,0.8035
"T511",61.3666666666667,2025-10-06,"2025-10",320,280,37,3,0.875,-0.1335,0.094,0.165532411931923,0.906,-0.2146,0.8069
"T511",122.483333333333,2025-11-13,"2025-11",714,630,77,7,0.8824,-0.1252,0.0961,0.0303570300813884,0.9039,-0.2061,0.8138
"T512",1.56666666666667,2025-08-21,"2025-08",1,0,0,1,0,-Inf,14.9787,NA,0,NA,0
"T512",25.35,2025-10-10,"2025-10",20,18,2,0,0.9,-0.1054,0.027,NA,0.973,-0.1499,0.8608
"T512",32.85,2025-11-21,"2025-11",52,46,6,0,0.8846,-0.1226,0.0167,0.0099142994373447,0.9833,-0.1666,0.8465
"T542",24.1,2025-07-31,"2025-07",241,240,0,1,0.9959,-0.0042,4e-04,0.0166337966466826,0.9996,-0.0267,0.9737
"T542",24.1,2025-08-19,"2025-08",147,146,0,1,0.9932,-0.0068,0.004,0.030017024144001,0.996,-0.03,0.9704
"T542",21.2333333333333,2025-09-30,"2025-09",76,76,0,0,1,0,0,0.0319511039477239,1,-0.0218,0.9784
"T542",12.05,2025-10-21,"2025-10",198,197,1,0,0.9949,-0.0051,0.0017,0.033144061308174,0.9983,-0.0279,0.9725
"T542",24.1,2025-11-13,"2025-11",112,110,2,0,0.9821,-0.018,0.0085,0.0350571200566542,0.9915,-0.0441,0.9569
"T543",41.5166666666667,2025-07-23,"2025-07",362,330,19,13,0.9116,-0.0926,0.5468,0.281233375779657,0.4532,-1.0216,0.36
"T543",71.6833333333333,2025-08-08,"2025-08",443,401,24,18,0.9052,-0.0996,0.5735,0.243996338938486,0.4265,-1.1147,0.328
"T543",36.5166666666667,2025-09-20,"2025-09",64,54,8,2,0.8438,-0.1699,0.5593,0.489988836589043,0.4407,-1.1505,0.3165
"T543",36.5166666666667,2025-10-13,"2025-10",356,319,20,17,0.8961,-0.1097,0.5707,0.141876135576614,0.4293,-1.1173,0.3272
"T543",56.6333333333333,2025-11-28,"2025-11",383,341,27,15,0.8903,-0.1162,0.6284,0.139830228253169,0.3716,-1.3209,0.2669
"T544",49.4666666666667,2025-07-22,"2025-07",401,373,21,7,0.9302,-0.0724,0.0511,0.327841952228548,0.9489,-0.1206,0.8864
"T544",24.7333333333333,2025-08-02,"2025-08",36,33,3,0,0.9167,-0.087,0.0125,0.291978781104697,0.9875,-0.1248,0.8827
"T544",49.4666666666667,2025-09-30,"2025-09",302,277,19,6,0.9172,-0.0864,0.0211,0.120652331701163,0.9789,-0.126,0.8816
"T544",49.4666666666667,2025-10-14,"2025-10",369,347,12,10,0.9404,-0.0615,0.1073,0.292486677930238,0.8927,-0.1404,0.869
"T544",47.6666666666667,2025-11-14,"2025-11",318,295,17,6,0.9277,-0.0751,0.0557,0.0951201345667677,0.9443,-0.1252,0.8823
"T545",62.6,2025-07-08,"2025-07",97,86,8,3,0.8866,-0.1204,0.1457,0.201386318221141,0.8543,-0.2406,0.7862
"T545",45.2166666666667,2025-08-22,"2025-08",16,12,3,1,0.75,-0.2877,0.272,NA,0.728,-0.596,0.551
"T545",39.05,2025-09-26,"2025-09",15,12,3,0,0.8,-0.2231,0.0371,0.231278870269926,0.9629,-0.2889,0.7491
"T545",45.2166666666667,2025-10-16,"2025-10",31,28,1,2,0.9032,-0.1018,0.0563,0.893437912411004,0.9437,-0.1565,0.8551
"T545",45.2166666666667,2025-11-18,"2025-11",108,95,11,2,0.8796,-0.1283,0.1472,0.00915751057875447,0.8528,-0.2511,0.7779
"T559",38.55,2025-07-11,"2025-07",179,150,25,4,0.838,-0.1768,0.0954,0.229672414426979,0.9046,-0.2651,0.7671
"T559",24.1333333333333,2025-08-14,"2025-08",169,146,23,0,0.8639,-0.1463,0.0832,0.117552644235111,0.9168,-0.2223,0.8007
"T559",21.4333333333333,2025-09-17,"2025-09",194,163,29,2,0.8402,-0.1741,0.0925,0.590391410564199,0.9075,-0.2602,0.7709
"T559",34.2333333333333,2025-10-23,"2025-10",207,173,29,5,0.8357,-0.1794,0.1037,0.0471515979009766,0.8963,-0.2743,0.7601
"T559",21.4333333333333,2025-11-10,"2025-11",200,175,20,5,0.875,-0.1335,0.1053,0.0362144340468457,0.8947,-0.222,0.8009
"T560",35.9333333333333,2025-07-17,"2025-07",524,486,37,1,0.9275,-0.0753,0.0262,0.0204135010628022,0.9738,-0.1145,0.8918
"T560",35.9333333333333,2025-08-20,"2025-08",324,300,20,4,0.9259,-0.077,0.0386,0.0184467250932697,0.9614,-0.1207,0.8863
"T560",17.9666666666667,2025-09-29,"2025-09",156,144,11,1,0.9231,-0.08,0.0364,0.0480712388024274,0.9636,-0.1233,0.884
"T560",35.9333333333333,2025-10-23,"2025-10",397,366,28,3,0.9219,-0.0813,0.0339,0.0337185151047546,0.9661,-0.1242,0.8832
"T560",17.9666666666667,2025-11-08,"2025-11",39,36,3,0,0.9231,-0.08,0.0297,0.0360315611651785,0.9703,-0.1212,0.8859
"T561",54.4,2025-07-18,"2025-07",505,487,11,7,0.9644,-0.0363,0.013,0.166731713033406,0.987,-0.066,0.9361
"T561",54.4,2025-08-13,"2025-08",400,388,7,5,0.97,-0.0305,0.0184,0.0996267873307483,0.9816,-0.0609,0.9409
"T561",27.2,2025-09-08,"2025-09",110,106,4,0,0.9636,-0.037,0.0127,0.169101413487523,0.9873,-0.067,0.9352
"T561",40.9,2025-10-29,"2025-10",431,416,11,4,0.9652,-0.0354,0.0136,0.347175211528703,0.9864,-0.065,0.9371
"T561",27.2,2025-11-17,"2025-11",360,354,3,3,0.9833,-0.0168,0.0564,0.11866011334901,0.9436,-0.0582,0.9435
"T562",18.0666666666667,2025-07-21,"2025-07",91,76,13,2,0.8352,-0.1801,0.157,0.0555596655744654,0.843,-0.3206,0.7257
"T562",26.4833333333333,2025-08-15,"2025-08",206,172,29,5,0.835,-0.1804,0.1385,0.0560814782258813,0.8615,-0.3032,0.7385
