"route_short_name","route_long_name","route_id","total_schedule_duration","month","n","n_on_time","n_early","n_late","otp","log_x1","mae_ratio","sd_mae_ratio","1 - normalised mae ratio","log_I_hat","I_hat"
"T222","Stesen LRT Sri Rampai ~ UKAY Perdana","T2220",67.3166666666667,"2025-04",327,262,50,15,0.8012,-0.2216,8.4664,7.38852030254657,0,NA,0
"T222","Stesen LRT Sri Rampai ~ UKAY Perdana","T2220",67.3166666666667,"2025-05",358,293,47,18,0.8184,-0.2004,22.7944,7.42642797798389,0,NA,0
"T222","Stesen LRT Sri Rampai ~ UKAY Perdana","T2220",67.3166666666667,"2025-06",578,470,82,26,0.8131,-0.2068,5.4553,7.10915960390703,0,NA,0
"T223","Stesen LRT Setiawangsa ~ AU3, Jentayu, Keramat","T2230",23.1666666666667,"2025-04",324,313,10,1,0.966,-0.0345,0.0072,0.0231914660001927,0.9928,-0.1012,0.9038
"T223","Stesen LRT Setiawangsa ~ AU3, Jentayu, Keramat","T2230",23.1666666666667,"2025-05",356,347,8,1,0.9747,-0.0256,0.0028,0.332455358862455,0.9972,-0.0922,0.9119
"T223","Stesen LRT Setiawangsa ~ AU3, Jentayu, Keramat","T2230",23.1666666666667,"2025-06",401,393,6,2,0.98,-0.0202,0.0184,0.00911907744946888,0.9816,-0.0871,0.9166
"T224","Stesen LRT Dato Keramat ~ Desa Pandan","T2240",29.5,"2025-04",229,183,34,12,0.7991,-0.2242,5.3869,2.68452189007386,0,NA,0
"T224","Stesen LRT Dato Keramat ~ Desa Pandan","T2240",29.5,"2025-05",263,204,47,12,0.7757,-0.254,5.7444,1.51093075420418,0,NA,0
"T224","Stesen LRT Dato Keramat ~ Desa Pandan","T2240",29.5,"2025-06",603,499,96,8,0.8275,-0.1893,1.4735,1.77103295477858,0,NA,0
"T250","Stesen LRT Wangsa Maju ~ Setapak Sentral","T2500",46.1,"2025-04",289,260,21,8,0.8997,-0.1057,0.2124,2.00498830769658,0.7876,-0.2932,0.7459
"T250","Stesen LRT Wangsa Maju ~ Setapak Sentral","T2500",46.1,"2025-05",188,169,11,8,0.8989,-0.1065,0.108,0.292920093044316,0.892,-0.2045,0.8151
"T250","Stesen LRT Wangsa Maju ~ Setapak Sentral","T2500",46.1,"2025-06",311,282,21,8,0.9068,-0.0979,0.1199,0.186505809127317,0.8801,-0.2031,0.8162
"T251","Stesen LRT Sri Rampai ~ Seksyen 10 Wangsa Maju","T2510",5.45,"2025-04",5,4,0,1,0.8,-0.2231,1.7462,2.98637463825288,0,NA,0
"T251","Stesen LRT Sri Rampai ~ Seksyen 10 Wangsa Maju","T2510",9.13333333333333,"2025-05",5,2,1,2,0.4,-0.9163,2.2828,2.26799569486903,0,NA,0
"T251","Stesen LRT Sri Rampai ~ Seksyen 10 Wangsa Maju","T2510",31.9166666666667,"2025-06",49,33,8,8,0.6735,-0.3953,2.1527,4.30846415606481,0,NA,0
"T300","Bukit Indah ~ Ampang Point via Jalan Rasmi","T3008",19.25,"2025-04",729,705,0,24,0.9671,-0.0335,15.4908,12.1746673509538,0,NA,0
"T300","Bukit Indah ~ Ampang Point via Jalan Rasmi","T3008",19.25,"2025-05",669,650,0,19,0.9716,-0.0288,15.6648,25.1414493772915,0,NA,0
"T300","Bukit Indah ~ Ampang Point via Jalan Rasmi","T3008",19.25,"2025-06",685,662,0,23,0.9664,-0.0342,28.2442,18.5587460580565,0,NA,0
"T301","Taman Mulia Jaya ~ Ampang Point via Jalan Merdeka","T3018",54,"2025-04",427,221,205,1,0.5176,-0.6586,0.1682,0.123717782915488,0.8318,-0.8156,0.4424
"T301","Taman Mulia Jaya ~ Ampang Point via Jalan Merdeka","T3018",52.7,"2025-05",161,83,76,2,0.5155,-0.6626,0.2057,0.0187338730645854,0.7943,-0.8569,0.4245
"T301","Taman Mulia Jaya ~ Ampang Point via Jalan Merdeka","T3018",54,"2025-06",517,258,257,2,0.499,-0.6951,0.1819,0.0351685949894137,0.8181,-0.8656,0.4208
"T302","Hutan Lipur Ampang ~ Ampang Point","T3028",17.6833333333333,"2025-04",217,193,20,4,0.8894,-0.1172,0.0641,0.0218239318180753,0.9359,-0.1958,0.8222
"T302","Hutan Lipur Ampang ~ Ampang Point","T3028",18.6333333333333,"2025-05",141,126,11,4,0.8936,-0.1125,0.0974,0.0310431107860138,0.9026,-0.2051,0.8146
"T302","Hutan Lipur Ampang ~ Ampang Point","T3028",18.3333333333333,"2025-06",290,258,28,4,0.8897,-0.1169,0.0347,0.030096742299771,0.9653,-0.1879,0.8287
"T303","Ampang Point ~ Stesen LRT Pandan Indah","T3030",33.9833333333333,"2025-04",69,63,5,1,0.913,-0.091,0.2413,0.172485183681798,0.7587,-0.3134,0.731
"T303","Ampang Point ~ Stesen LRT Pandan Indah","T3030",33.9833333333333,"2025-05",37,30,5,2,0.8108,-0.2097,0.1946,0.0826671034934695,0.8054,-0.3806,0.6835
"T303","Ampang Point ~ Stesen LRT Pandan Indah","T3030",33.9833333333333,"2025-06",132,112,17,3,0.8485,-0.1643,0.1198,0.0520100499338123,0.8802,-0.2712,0.7625
"T304","Bukit Indah ~ Ampang Point via Jalan Ampang","T3048",36.7333333333333,"2025-04",189,136,39,14,0.7196,-0.3291,18.3343,10.0708043759932,0,NA,0
"T304","Bukit Indah ~ Ampang Point via Jalan Ampang","T3048",38.1666666666667,"2025-05",224,160,49,15,0.7143,-0.3365,7.3465,7.07095884859652,0,NA,0
"T304","Bukit Indah ~ Ampang Point via Jalan Ampang","T3048",37.4166666666667,"2025-06",340,235,82,23,0.6912,-0.3694,18.5802,7.39003048639537,0,NA,0
"T350","Stesen LRT Cempaka ~ Taman Mawar","T3500",40.8833333333333,"2025-04",514,422,76,16,0.821,-0.1972,0.3806,0.751490189271576,0.6194,-0.6565,0.5187
"T350","Stesen LRT Cempaka ~ Taman Mawar","T3500",40.8833333333333,"2025-05",898,765,109,24,0.8519,-0.1603,0.6475,0.397403512817891,0.3525,-1.3642,0.2556
"T350","Stesen LRT Cempaka ~ Taman Mawar","T3500",38.85,"2025-06",1024,868,131,25,0.8477,-0.1653,0.1541,0.76100483572708,0.8459,-0.2973,0.7428
"T351","Stesen LRT Cempaka ~ Taman Bukit Permai","T3510",45.1333333333333,"2025-04",70,59,8,3,0.8429,-0.171,0.2996,0.72359468811391,0.7004,-0.4805,0.6185
"T351","Stesen LRT Cempaka ~ Taman Bukit Permai","T3510",53.8,"2025-05",372,330,31,11,0.8871,-0.1198,0.1647,0.305741895306244,0.8353,-0.2594,0.7715
"T351","Stesen LRT Cempaka ~ Taman Bukit Permai","T3510",53.8,"2025-06",435,385,39,11,0.8851,-0.1221,0.1719,0.0436292762947084,0.8281,-0.2684,0.7646
"T406","Cheras Batu 10 ~ Pangsun","T4068",38.4166666666667,"2025-04",29,24,5,0,0.8276,-0.1892,0.0408,0.776196347004135,0.9592,-0.2637,0.7682
"T406","Cheras Batu 10 ~ Pangsun","T4068",36.0833333333333,"2025-05",28,26,2,0,0.9286,-0.0741,0.0799,0.120656315812537,0.9201,-0.1576,0.8542
"T406","Cheras Batu 10 ~ Pangsun","T4068",33.1166666666667,"2025-06",26,22,4,0,0.8462,-0.1671,0.0523,0.332649988163234,0.9477,-0.2435,0.7839
"T450","Beranang ~ MRT Stadium Kajang","T4500",82.7,"2025-04",52,42,8,2,0.8077,-0.2136,0.1799,16.857025638743,0.8201,-0.3699,0.6908
"T450","Beranang ~ MRT Stadium Kajang","T4500",117.8,"2025-05",282,233,40,9,0.8262,-0.1909,14.5985,17.9541303996196,0,NA,0
"T450","Beranang ~ MRT Stadium Kajang","T4500",117.116666666667,"2025-06",215,176,33,6,0.8186,-0.2002,24.6597,17.07679790378,0,NA,0
"T571","Stesen KTM Serdang ~ Taman Sri Pulai","T5718",23,"2025-05",179,152,20,7,0.8492,-0.1635,0.11,0.0113036867142244,0.89,-0.264,0.768
"T571","Stesen KTM Serdang ~ Taman Sri Pulai","T5718",23.4666666666667,"2025-06",226,195,29,2,0.8628,-0.1475,0.1101,0.0133658558626515,0.8899,-0.2479,0.7804
"T580","Stesen LRT Awan Besar ~ TPM via Stesen LRT Bukit Jalil","T5800",39.8166666666667,"2025-04",369,302,36,31,0.8184,-0.2004,0.3046,0.259227461802142,0.6954,-0.5191,0.5951
"T580","Stesen LRT Awan Besar ~ TPM via Stesen LRT Bukit Jalil","T5800",39.2666666666667,"2025-05",223,185,24,14,0.8296,-0.1868,0.2049,0.0579393177855465,0.7951,-0.3681,0.692
"T580","Stesen LRT Awan Besar ~ TPM via Stesen LRT Bukit Jalil","T5800",39.8166666666667,"2025-06",366,306,37,23,0.8361,-0.179,0.2313,0.0441087259607705,0.7687,-0.3908,0.6765
"T581","Stesen LRT Alam Sutera ~ PPR Pinggiran Bukit Jalil","T5810",34.3166666666667,"2025-04",187,159,18,10,0.8503,-0.1622,0.1655,2.48341441989701,0.8345,-0.3034,0.7383
"T581","Stesen LRT Alam Sutera ~ PPR Pinggiran Bukit Jalil","T5810",34.3166666666667,"2025-05",149,129,14,6,0.8658,-0.1441,3.9549,2.78641471513615,0,NA,0
"T581","Stesen LRT Alam Sutera ~ PPR Pinggiran Bukit Jalil","T5810",34.0666666666667,"2025-06",134,116,14,4,0.8657,-0.1442,0.1546,2.68773709383716,0.8454,-0.2759,0.7589
"T600","Stesen LRT IOI Puchong ~ Taman Wawasan","T6000",33.0166666666667,"2025-04",208,158,45,5,0.7596,-0.2749,0.2065,0.0713232300366237,0.7935,-0.4604,0.631
"T600","Stesen LRT IOI Puchong ~ Taman Wawasan","T6000",33.0166666666667,"2025-05",219,162,57,0,0.7397,-0.3015,0.1332,0.00930291254490666,0.8668,-0.4208,0.6565
"T600","Stesen LRT IOI Puchong ~ Taman Wawasan","T6000",33.0166666666667,"2025-06",451,339,105,7,0.7517,-0.2855,0.1448,0.0367372957232677,0.8552,-0.4129,0.6617
"T601","Puchong Utama ~ Puchong Prima","T6010",57.4666666666667,"2025-04",100,39,60,1,0.39,-0.9416,0.4211,0.0593135322764638,0.5789,-1.5086,0.2212
"T601","Puchong Utama ~ Puchong Prima","T6010",59.0666666666667,"2025-05",210,86,124,0,0.4095,-0.8928,0.3702,0.019969740745802,0.6298,-1.3495,0.2594
"T601","Puchong Utama ~ Puchong Prima","T6010",60,"2025-06",308,127,181,0,0.4123,-0.8859,0.3766,0.0456949226488278,0.6234,-1.3552,0.2579
"T602","Puchong Utama ~ Taman Saujana Puchong","T6028",35.35,"2025-04",25,22,3,0,0.88,-0.1278,0.0443,0.0231439244315919,0.9557,-0.2011,0.8178
"T602","Puchong Utama ~ Taman Saujana Puchong","T6028",40.3666666666667,"2025-05",126,112,11,3,0.8889,-0.1178,0.0507,0.0331344478807726,0.9493,-0.1929,0.8246
"T602","Puchong Utama ~ Taman Saujana Puchong","T6028",39.2666666666667,"2025-06",126,112,13,1,0.8889,-0.1178,0.0413,0.0186590618262359,0.9587,-0.1906,0.8265
"T603","Stesen LRT Puchong Prima ~ Taman Mas Sepang","T6030",18.1833333333333,"2025-04",14,10,2,2,0.7143,-0.3365,0.4747,1.00949786659837,0.5253,-1.0179,0.3614
"T603","Stesen LRT Puchong Prima ~ Taman Mas Sepang","T6030",27.1666666666667,"2025-05",65,55,8,2,0.8462,-0.1671,0.4437,0.423548158687147,0.5563,-0.7667,0.4645
"T603","Stesen LRT Puchong Prima ~ Taman Mas Sepang","T6030",27.8333333333333,"2025-06",83,72,6,5,0.8675,-0.1422,0.76,0.683758177980989,0.24,-1.7768,0.1692
"T604","Stesen LRT Perindustrian Puchong ~ Taman Kinrara","T6040",78.5166666666667,"2025-04",328,156,172,0,0.4756,-0.7432,0.279,0.041939440466781,0.721,-1.0359,0.3549
"T604","Stesen LRT Perindustrian Puchong ~ Taman Kinrara","T6040",80,"2025-05",582,286,294,2,0.4914,-0.7105,0.2958,0.0697500016291951,0.7042,-1.0282,0.3577
"T604","Stesen LRT Perindustrian Puchong ~ Taman Kinrara","T6040",80,"2025-06",511,268,239,4,0.5245,-0.6454,0.3047,0.0517058137589052,0.6953,-0.9757,0.3769
"T605","Stesen LRT Bandar Puteri ~ Bandar Puteri","T6050",21.3166666666667,"2025-04",120,108,11,1,0.9,-0.1054,0.0114,0.174275433342358,0.9886,-0.1742,0.8401
"T605","Stesen LRT Bandar Puteri ~ Bandar Puteri","T6050",21.3166666666667,"2025-05",226,211,15,0,0.9336,-0.0687,0.0117,0.0397985769503474,0.9883,-0.1365,0.8724
"T605","Stesen LRT Bandar Puteri ~ Bandar Puteri","T6050",21.3166666666667,"2025-06",184,174,10,0,0.9457,-0.0559,0.0077,0.014334358148498,0.9923,-0.1232,0.8841
"T640","Stesen LRT Taman Jaya ~ Taman Sri Sentosa","T6400",40.05,"2025-04",406,349,44,13,0.8596,-0.1513,0.3148,0.268965658632863,0.6852,-0.4854,0.6155
"T640","Stesen LRT Taman Jaya ~ Taman Sri Sentosa","T6400",40.4,"2025-05",306,269,30,7,0.8791,-0.1289,0.1434,0.0734708439388776,0.8566,-0.2511,0.7779
"T640","Stesen LRT Taman Jaya ~ Taman Sri Sentosa","T6400",40.4,"2025-06",580,508,53,19,0.8759,-0.1325,0.1604,0.0460769856104018,0.8396,-0.2687,0.7644
"T715","UiTM Puncak Alam ~ Bandar Puncak Alam","T7158",24.5833333333333,"2025-04",65,59,5,1,0.9077,-0.0968,0.0342,0.0222130806593987,0.9658,-0.1679,0.8454
"T715","UiTM Puncak Alam ~ Bandar Puncak Alam","T7158",24.5833333333333,"2025-05",40,37,3,0,0.925,-0.078,0.0062,0.041926446416205,0.9938,-0.1459,0.8642
"T715","UiTM Puncak Alam ~ Bandar Puncak Alam","T7158",23.5333333333333,"2025-06",111,103,8,0,0.9279,-0.0748,0.0116,1.4115473004089,0.9884,-0.1425,0.8672
"T753","Hentian Bandar Shah Alam ~ Sekysen 11, 9, 8, 6, 5","T7538",27.6333333333333,"2025-04",271,241,29,1,0.8893,-0.1173,2.9194,1.88497483077803,0,NA,0
"T753","Hentian Bandar Shah Alam ~ Sekysen 11, 9, 8, 6, 5","T7538",27.6333333333333,"2025-05",327,290,36,1,0.8869,-0.1201,1.0668,2.77449475882137,0,NA,0
"T753","Hentian Bandar Shah Alam ~ Sekysen 11, 9, 8, 6, 5","T7538",27.6333333333333,"2025-06",269,240,28,1,0.8922,-0.1141,2.7864,1.73172665801744,0,NA,0
"T754","Hentian Bandar Shah Alam ~ Terminal Seksyen 17","T7548",27.7166666666667,"2025-04",147,137,2,8,0.932,-0.0705,18.532,9.8254915647877,0,NA,0
"T754","Hentian Bandar Shah Alam ~ Terminal Seksyen 17","T7548",27.3,"2025-05",160,150,7,3,0.9375,-0.0645,11.3651,13.4924831008502,0,NA,0
"T754","Hentian Bandar Shah Alam ~ Terminal Seksyen 17","T7548",27.8333333333333,"2025-06",81,68,3,10,0.8395,-0.1749,34.7732,8.59853939009924,0,NA,0
"T756","Kemuning Business Park ~ Hentian Bandar via Taman Muda","T7568",59.4166666666667,"2025-04",218,185,32,1,0.8486,-0.1641,0.0478,0.0256830737008886,0.9522,-0.2394,0.7871
"T756","Kemuning Business Park ~ Hentian Bandar via Taman Muda","T7568",58.55,"2025-05",230,195,35,0,0.8478,-0.1651,0.0374,0.0205566932254105,0.9626,-0.2384,0.7879
"T756","Kemuning Business Park ~ Hentian Bandar via Taman Muda","T7568",59.1333333333333,"2025-06",243,208,30,5,0.856,-0.1555,0.0752,0.137736732039573,0.9248,-0.2393,0.7872
"T774","Stesen LRT Glenmarie ~ MSU, Stadium Shah Alam","T7740",23.35,"2025-04",210,199,0,11,0.9476,-0.0538,0.0908,0.503037356844352,0.9092,-0.1415,0.8681
"T774","Stesen LRT Glenmarie ~ MSU, Stadium Shah Alam","T7740",23.35,"2025-05",183,176,0,7,0.9617,-0.039,0.0872,0.0283724161819187,0.9128,-0.1244,0.883
"T774","Stesen LRT Glenmarie ~ MSU, Stadium Shah Alam","T7740",22.9166666666667,"2025-06",203,196,0,7,0.9655,-0.0351,0.0649,0.0353874281847298,0.9351,-0.1121,0.894
"T776","Stesen LRT USJ 7 ~ Subang Mewah","T7760",29.1,"2025-04",176,168,1,7,0.9545,-0.0465,0.6115,1.40300402752027,0.3885,-1.1241,0.3249
"T776","Stesen LRT USJ 7 ~ Subang Mewah","T7760",29.1,"2025-05",154,150,0,4,0.974,-0.0263,0.0892,2.39223471233679,0.9108,-0.1124,0.8937
"T776","Stesen LRT USJ 7 ~ Subang Mewah","T7760",28.2333333333333,"2025-06",258,249,0,9,0.9651,-0.0355,0.0695,0.164782515313188,0.9305,-0.1138,0.8924
"T780","Stesen LRT Kelana Jaya ~ Taman Mayang","T7800",18.9,"2025-04",268,251,11,6,0.9366,-0.0655,0.1547,0.313060061938524,0.8453,-0.1951,0.8228
"T780","Stesen LRT Kelana Jaya ~ Taman Mayang","T7800",18.9,"2025-05",383,359,16,8,0.9373,-0.0647,0.0824,0.668787380807438,0.9176,-0.1487,0.8618
"T780","Stesen LRT Kelana Jaya ~ Taman Mayang","T7800",18.9,"2025-06",232,216,9,7,0.931,-0.0715,0.1209,0.136029730206305,0.8791,-0.1765,0.8382
"T781","Stesen LRT Kelana Jaya ~ Kelana Centre Point","T7810",18.4333333333333,"2025-04",143,130,11,2,0.9091,-0.0953,0.0478,0.149669805460776,0.9522,-0.1691,0.8444
"T781","Stesen LRT Kelana Jaya ~ Kelana Centre Point","T7810",18.1666666666667,"2025-05",201,186,14,1,0.9254,-0.0776,0.076,0.0250149991368815,0.924,-0.1593,0.8527
"T781","Stesen LRT Kelana Jaya ~ Kelana Centre Point","T7810",18.1666666666667,"2025-06",124,116,6,2,0.9355,-0.0667,0.0977,0.0946481514533137,0.9023,-0.1581,0.8538
"T782","Stesen LRT Lembah Subang ~ Ara Damansara","T7820",18.5166666666667,"2025-04",354,348,0,6,0.9831,-0.0171,0.0781,0.49211466995097,0.9219,-0.0983,0.9064
"T782","Stesen LRT Lembah Subang ~ Ara Damansara","T7820",18.5166666666667,"2025-05",439,432,1,6,0.9841,-0.0161,0.028,0.422958366960412,0.972,-0.0838,0.9196
"T782","Stesen LRT Lembah Subang ~ Ara Damansara","T7820",17.95,"2025-06",393,382,0,11,0.972,-0.0284,0.0796,0.655419932124795,0.9204,-0.1107,0.8952
"T786","Stesen LRT Asia Jaya ~ Stesen MRT Phileo Damansara","T7860",10.9166666666667,"2025-04",110,105,0,5,0.9545,-0.0465,0.2445,0.439845384305938,0.7555,-0.2717,0.7621
"T786","Stesen LRT Asia Jaya ~ Stesen MRT Phileo Damansara","T7860",11.5,"2025-05",275,268,0,7,0.9745,-0.0258,0.1805,0.15060528422457,0.8195,-0.1777,0.8372
"T786","Stesen LRT Asia Jaya ~ Stesen MRT Phileo Damansara","T7860",11.4,"2025-06",473,454,0,19,0.9598,-0.041,0.2009,0.257327337600323,0.7991,-0.2142,0.8072
"T787","Stesen LRT Asia Jaya ~ Seksyen 14 & 18","T7870",11.45,"2025-04",228,225,0,3,0.9868,-0.0132,0.0218,0.0262643121980777,0.9782,-0.0801,0.923
"T787","Stesen LRT Asia Jaya ~ Seksyen 14 & 18","T7870",11.45,"2025-05",275,272,0,3,0.9891,-0.011,0.0189,1.8609952150786,0.9811,-0.0774,0.9255
"T787","Stesen LRT Asia Jaya ~ Seksyen 14 & 18","T7870",11.45,"2025-06",343,338,0,5,0.9854,-0.0147,0.0293,0.0492037211648732,0.9707,-0.0826,0.9207
"T788","Stesen LRT Universiti ~ Mid Valley","T7880",11.9833333333333,"2025-04",5,3,0,2,0.6,-0.5108,0.5067,0.198883540204067,0.4933,-1.2823,0.2774
"T788","Stesen LRT Universiti ~ Mid Valley","T7880",5,"2025-05",3,0,0,3,0,-Inf,1.3578,0.711148073540244,0,NA,0
"T788","Stesen LRT Universiti ~ Mid Valley","T7880",5,"2025-06",5,2,0,3,0.4,-0.9163,0.546,0.205618156855302,0.454,-1.8107,0.1635
"T789","Stesen LRT Universiti ~ Universiti Malaya via Pantai Hillpark","T7890",9.73333333333333,"2025-04",349,341,0,8,0.9771,-0.0232,0.3307,0.544731562287684,0.6693,-0.3818,0.6826
"T789","Stesen LRT Universiti ~ Universiti Malaya via Pantai Hillpark","T7890",9.73333333333333,"2025-05",375,367,0,8,0.9787,-0.0216,0.0426,0.0910487891188016,0.9574,-0.0919,0.9122
"T789","Stesen LRT Universiti ~ Universiti Malaya via Pantai Hillpark","T7890",9.73333333333333,"2025-06",462,455,0,7,0.9848,-0.0153,0.0319,0.0839284534238398,0.9681,-0.0835,0.9199
"T790","Stesen LRT Paramount ~ Mid Valley","T7900",52.8166666666667,"2025-04",277,260,13,4,0.9386,-0.0633,0.097,0.0398366701132799,0.903,-0.1544,0.8569
"T790","Stesen LRT Paramount ~ Mid Valley","T7900",31.8833333333333,"2025-05",335,314,20,1,0.9373,-0.0647,0.1119,0.152635769666937,0.8881,-0.1642,0.8486
"T790","Stesen LRT Paramount ~ Mid Valley","T7900",30.9333333333333,"2025-06",254,234,16,4,0.9213,-0.082,0.118,0.0932432153343199,0.882,-0.1857,0.8305
"T791","Stesen LRT Kerinchi ~ Pantai Hill Park","T7910",28.9833333333333,"2025-04",466,443,10,13,0.9506,-0.0506,0.5277,0.870576240035464,0.4723,-0.869,0.4194
"T791","Stesen LRT Kerinchi ~ Pantai Hill Park","T7910",28.9833333333333,"2025-05",438,412,18,8,0.9406,-0.0612,0.7291,0.71020838888059,0.2709,-1.5684,0.2084
"T791","Stesen LRT Kerinchi ~ Pantai Hill Park","T7910",28.9833333333333,"2025-06",408,382,11,15,0.9363,-0.0658,0.2059,0.726852067591312,0.7941,-0.245,0.7827
"T850","Stesen LRT Bangsar ~ Stesen MRT Semantan","T8500",18.8666666666667,"2025-04",147,145,1,1,0.9864,-0.0137,0.0979,4.32113256791825,0.9021,-0.104,0.9012
"T850","Stesen LRT Bangsar ~ Stesen MRT Semantan","T8500",18.8666666666667,"2025-05",77,74,0,3,0.961,-0.0397,11.5653,7.78586810194657,0,NA,0
"T850","Stesen LRT Bangsar ~ Stesen MRT Semantan","T8500",18.8666666666667,"2025-06",129,126,1,2,0.9767,-0.0235,0.2126,0.715285512821937,0.7874,-0.2091,0.8113
"151","Bandar Baru Selayang ~ Hab Lebuh Pudu","U1510",94.1666666666667,"2025-04",299,213,82,4,0.7124,-0.3392,0.2111,0.395330376966381,0.7889,-0.5312,0.5879
"151","Bandar Baru Selayang ~ Hab Lebuh Pudu","U1510",89.1,"2025-05",615,445,165,5,0.7236,-0.3235,0.1971,0.287562598718641,0.8029,-0.5001,0.6065
"151","Bandar Baru Selayang ~ Hab Lebuh Pudu","U1510",88.8666666666667,"2025-06",580,414,164,2,0.7138,-0.3372,0.1419,0.298388205737977,0.8581,-0.4641,0.6287
"170","Hab Wira Damai ~ Stesen MRT Titiwangsa","U1700",80.7333333333333,"2025-04",305,259,31,15,0.8492,-0.1635,0.3702,0.932026632973237,0.6298,-0.6008,0.5484
"170","Hab Wira Damai ~ Stesen MRT Titiwangsa","U1700",80.2833333333333,"2025-05",481,420,48,13,0.8732,-0.1356,0.2456,0.209459824744074,0.7544,-0.3648,0.6943
"170","Hab Wira Damai ~ Stesen MRT Titiwangsa","U1700",79.2333333333333,"2025-06",470,392,58,20,0.834,-0.1815,0.1432,2.01822969153516,0.8568,-0.3051,0.737
"171","Hab Wira Damai ~ Lebuh Ampang via Sentul","U1710",112.9,"2025-04",934,791,139,4,0.8469,-0.1662,0.0837,0.365933653627461,0.9163,-0.2537,0.7759
"171","Hab Wira Damai ~ Lebuh Ampang via Sentul","U1710",109.35,"2025-05",1082,926,155,1,0.8558,-0.1557,0.2184,0.212580690990076,0.7816,-0.3515,0.7036
"171","Hab Wira Damai ~ Lebuh Ampang via Sentul","U1710",109.466666666667,"2025-06",743,638,101,4,0.8587,-0.1524,0.3672,0.359210237985402,0.6328,-0.5835,0.5579
"173","Taman Jasa Utama ~ Lebuh Ampang","U1730",49.3166666666667,"2025-04",771,761,9,1,0.987,-0.0131,0.0063,0.0207782509919799,0.9937,-0.0793,0.9238
"173","Taman Jasa Utama ~ Lebuh Ampang","U1730",71.0166666666667,"2025-05",2007,1989,16,2,0.991,-0.009,0.0478,0.0312412809654732,0.9522,-0.0802,0.9229
"173","Taman Jasa Utama ~ Lebuh Ampang","U1730",49.3166666666667,"2025-06",1692,1667,9,16,0.9852,-0.0149,0.0205,0.26283002097643,0.9795,-0.0819,0.9214
"180","Taman Dato' Senu ~ Hab Pasar Seni","U1800",38.9333333333333,"2025-04",143,124,19,0,0.8671,-0.1426,0.0547,0.283402474533002,0.9453,-0.2188,0.8035
"180","Taman Dato' Senu ~ Hab Pasar Seni","U1800",42.3833333333333,"2025-05",453,406,44,3,0.8962,-0.1095,0.0757,0.268082246538429,0.9243,-0.1921,0.8252
"180","Taman Dato' Senu ~ Hab Pasar Seni","U1800",42.3833333333333,"2025-06",431,383,44,4,0.8886,-0.1181,0.0376,0.00949161007230627,0.9624,-0.1899,0.827
"190","Desa Sri Hartamas ~ Lin Ho Jln Lekiu","U1900",67.1,"2025-04",834,780,44,10,0.9353,-0.0669,0.1146,0.0273299277785535,0.8854,-0.1678,0.8455
"190","Desa Sri Hartamas ~ Lin Ho Jln Lekiu","U1900",65.9,"2025-05",726,676,43,7,0.9311,-0.0714,0.1118,0.0467923944869055,0.8882,-0.1709,0.8429
"190","Desa Sri Hartamas ~ Lin Ho Jln Lekiu","U1900",63.75,"2025-06",899,834,60,5,0.9277,-0.075,0.1114,0.0453009097753079,0.8886,-0.1743,0.84
"191","Taman Sri Segambut~ Monorel Chow Kit","U1910",59.1833333333333,"2025-04",121,118,2,1,0.9752,-0.0251,0.0074,0.518539054138323,0.9926,-0.0913,0.9127
